employee_id,date,score
304,2023-11-01,7
305,2021-11-01,9
305,2022-11-01,4
305,2023-11-01,3
306,2023-11-01,9
307,2021-11-01,7
307,2022-11-01,7
307,2023-11-01,9
308,2018-11-01,9
308,2019-11-01,8
308,2020-11-01,10
308,2021-11-01,7
308,2022-11-01,10
308,2023-11-01,9
309,2017-11-01,10
309,2018-11-01,9
309,2019-11-01,10
309,2020-11-01,9
309,2021-11-01,10
309,2022-11-01,7
309,2023-11-01,7
310,2022-11-01,8
310,2023-11-01,7
311,2016-11-01,8
311,2017-11-01,10
311,2018-11-01,7
311,2019-11-01,7
311,2020-11-01,10
311,2021-11-01,7
311,2022-11-01,9
311,2023-11-01,10
312,2021-11-01,10
312,2022-11-01,9
312,2023-11-01,8
313,2020-11-01,9
313,2021-11-01,7
313,2022-11-01,4
313,2023-11-01,4
314,2017-11-01,10
314,2018-11-01,10
314,2019-11-01,10
314,2020-11-01,8
314,2021-11-01,10
314,2022-11-01,10
314,2023-11-01,9
315,2020-11-01,8
315,2021-11-01,9
315,2022-11-01,8
315,2023-11-01,8
316,2022-11-01,9
316,2023-11-01,7
317,2020-11-01,10
317,2021-11-01,10
317,2022-11-01,7
317,2023-11-01,8
318,2022-11-01,10
318,2023-11-01,7
319,2022-11-01,7
319,2023-11-01,8
320,2021-11-01,10
320,2022-11-01,7
320,2023-11-01,10
321,2016-11-01,8
321,2017-11-01,10
321,2018-11-01,7
321,2019-11-01,8
321,2020-11-01,9
321,2021-11-01,8
321,2022-11-01,8
321,2023-11-01,10
322,2021-11-01,9
322,2022-11-01,7
322,2023-11-01,7
323,2021-11-01,7
323,2022-11-01,8
323,2023-11-01,8
324,2017-11-01,10
324,2018-11-01,7
324,2019-11-01,10
324,2020-11-01,8
324,2021-11-01,9
324,2022-11-01,9
324,2023-11-01,8
325,2016-11-01,9
325,2017-11-01,7
325,2018-11-01,3
325,2019-11-01,5
325,2020-11-01,3
325,2021-11-01,3
325,2022-11-01,4
325,2023-11-01,3
326,2020-11-01,8
326,2021-11-01,7
326,2022-11-01,10
326,2023-11-01,9
327,2023-11-01,8
328,2022-11-01,10
328,2023-11-01,7
329,2021-11-01,9
329,2022-11-01,10
329,2023-11-01,7
330,2016-11-01,10
330,2017-11-01,8
330,2018-11-01,8
330,2019-11-01,9
330,2020-11-01,7
330,2021-11-01,8
330,2022-11-01,8
330,2023-11-01,10
331,2021-11-01,8
331,2022-11-01,4
331,2023-11-01,3
332,2021-11-01,10
332,2022-11-01,8
332,2023-11-01,8
333,2023-11-01,10
334,2020-11-01,8
334,2021-11-01,8
334,2022-11-01,9
334,2023-11-01,10
335,2015-11-01,10
335,2016-11-01,9
335,2017-11-01,10
335,2018-11-01,7
335,2019-11-01,10
335,2020-11-01,9
335,2021-11-01,9
335,2022-11-01,7
335,2023-11-01,9
336,2020-11-01,8
336,2021-11-01,4
336,2022-11-01,3
336,2023-11-01,4
337,2021-11-01,9
337,2022-11-01,7
337,2023-11-01,7
338,2020-11-01,8
338,2021-11-01,7
338,2022-11-01,7
338,2023-11-01,9
339,2023-11-01,9
340,2023-11-01,8
341,2017-11-01,8
341,2018-11-01,9
341,2019-11-01,8
341,2020-11-01,8
341,2021-11-01,8
341,2022-11-01,10
341,2023-11-01,9
342,2018-11-01,9
342,2019-11-01,9
342,2020-11-01,7
342,2021-11-01,9
342,2022-11-01,8
342,2023-11-01,10
343,2021-11-01,8
343,2022-11-01,7
343,2023-11-01,9
344,2021-11-01,10
344,2022-11-01,8
344,2023-11-01,7
345,2021-11-01,8
345,2022-11-01,7
345,2023-11-01,10
346,2022-11-01,9
346,2023-11-01,7
347,2021-11-01,7
347,2022-11-01,9
347,2023-11-01,10
348,2017-11-01,8
348,2018-11-01,9
348,2019-11-01,9
348,2020-11-01,10
348,2021-11-01,9
348,2022-11-01,7
348,2023-11-01,8
349,2020-11-01,9
349,2021-11-01,9
349,2022-11-01,7
349,2023-11-01,7
350,2021-11-01,8
350,2022-11-01,9
350,2023-11-01,7
351,2022-11-01,10
351,2023-11-01,7
352,2022-11-01,7
352,2023-11-01,9
353,2018-11-01,8
353,2019-11-01,9
353,2020-11-01,9
353,2021-11-01,10
353,2022-11-01,8
353,2023-11-01,10
354,2019-11-01,10
354,2020-11-01,3
354,2021-11-01,5
354,2022-11-01,3
354,2023-11-01,5
355,2022-11-01,9
355,2023-11-01,8
356,2021-11-01,10
356,2022-11-01,9
356,2023-11-01,10
357,2022-11-01,5
357,2023-11-01,5
358,2021-11-01,8
358,2022-11-01,8
358,2023-11-01,10
359,2018-11-01,9
359,2019-11-01,7
359,2020-11-01,10
359,2021-11-01,9
359,2022-11-01,8
359,2023-11-01,7
360,2021-11-01,8
360,2022-11-01,9
360,2023-11-01,8
361,2021-11-01,10
361,2022-11-01,7
361,2023-11-01,10
362,2022-11-01,10
362,2023-11-01,7
363,2022-11-01,7
363,2023-11-01,10
364,2018-11-01,7
364,2019-11-01,9
364,2020-11-01,7
364,2021-11-01,9
364,2022-11-01,8
364,2023-11-01,10
365,2022-11-01,7
365,2023-11-01,7
366,2021-11-01,9
366,2022-11-01,8
366,2023-11-01,7
367,2020-11-01,9
367,2021-11-01,9
367,2022-11-01,7
367,2023-11-01,10
368,2022-11-01,7
368,2023-11-01,9
369,2021-11-01,8
369,2022-11-01,7
369,2023-11-01,8
370,2019-11-01,7
370,2020-11-01,3
370,2021-11-01,4
370,2022-11-01,3
370,2023-11-01,5
371,2021-11-01,9
371,2022-11-01,8
371,2023-11-01,8
372,2020-11-01,9
372,2021-11-01,10
372,2022-11-01,10
372,2023-11-01,9
373,2023-11-01,8
374,2021-11-01,8
374,2022-11-01,8
374,2023-11-01,9
375,2017-11-01,8
375,2018-11-01,8
375,2019-11-01,7
375,2020-11-01,7
375,2021-11-01,10
375,2022-11-01,10
375,2023-11-01,7
376,2019-11-01,10
376,2020-11-01,7
376,2021-11-01,10
376,2022-11-01,7
376,2023-11-01,9
377,2023-11-01,8
378,2022-11-01,8
378,2023-11-01,7
379,2021-11-01,4
379,2022-11-01,5
379,2023-11-01,5
380,2017-11-01,7
380,2018-11-01,10
380,2019-11-01,8
380,2020-11-01,9
380,2021-11-01,7
380,2022-11-01,10
380,2023-11-01,10
381,2019-11-01,7
381,2020-11-01,10
381,2021-11-01,4
381,2022-11-01,3
381,2023-11-01,4
382,2016-11-01,8
382,2017-11-01,10
382,2018-11-01,10
382,2019-11-01,10
382,2020-11-01,9
382,2021-11-01,8
382,2022-11-01,8
382,2023-11-01,9
383,2018-11-01,8
383,2019-11-01,9
383,2020-11-01,9
383,2021-11-01,8
383,2022-11-01,8
383,2023-11-01,8
384,2018-11-01,8
384,2019-11-01,8
384,2020-11-01,8
384,2021-11-01,9
384,2022-11-01,10
384,2023-11-01,8
385,2022-11-01,9
385,2023-11-01,7
386,2021-11-01,10
386,2022-11-01,10
386,2023-11-01,8
387,2020-11-01,10
387,2021-11-01,9
387,2022-11-01,9
387,2023-11-01,9
388,2020-11-01,7
388,2021-11-01,8
388,2022-11-01,8
388,2023-11-01,10
389,2018-11-01,7
389,2019-11-01,7
389,2020-11-01,5
389,2021-11-01,5
389,2022-11-01,5
389,2023-11-01,3
390,2021-11-01,8
390,2022-11-01,9
390,2023-11-01,10
391,2023-11-01,10
392,2021-11-01,8
392,2022-11-01,9
392,2023-11-01,9
393,2023-11-01,10
394,2021-11-01,8
394,2022-11-01,4
394,2023-11-01,4
395,2017-11-01,10
395,2018-11-01,10
395,2019-11-01,7
395,2020-11-01,8
395,2021-11-01,9
395,2022-11-01,8
395,2023-11-01,9
396,2020-11-01,8
396,2021-11-01,10
396,2022-11-01,10
396,2023-11-01,10
397,2022-11-01,8
397,2023-11-01,9
398,2023-11-01,10
399,2018-11-01,8
399,2019-11-01,9
399,2020-11-01,10
399,2021-11-01,7
399,2022-11-01,10
399,2023-11-01,7
400,2018-11-01,4
400,2019-11-01,3
400,2020-11-01,4
400,2021-11-01,5
400,2022-11-01,5
400,2023-11-01,5
401,2021-11-01,10
401,2022-11-01,9
401,2023-11-01,10
402,2021-11-01,10
402,2022-11-01,9
402,2023-11-01,10
403,2021-11-01,9
403,2022-11-01,9
403,2023-11-01,9
404,2021-11-01,9
404,2022-11-01,8
404,2023-11-01,9
405,2015-11-01,9
405,2016-11-01,8
405,2017-11-01,10
405,2018-11-01,10
405,2019-11-01,10
405,2020-11-01,8
405,2021-11-01,9
405,2022-11-01,9
405,2023-11-01,10
406,2018-11-01,8
406,2019-11-01,7
406,2020-11-01,9
406,2021-11-01,10
406,2022-11-01,7
406,2023-11-01,10
407,2021-11-01,8
407,2022-11-01,9
407,2023-11-01,8
408,2021-11-01,9
408,2022-11-01,8
408,2023-11-01,10
409,2023-11-01,7
410,2021-11-01,8
410,2022-11-01,9
410,2023-11-01,7
411,2022-11-01,8
411,2023-11-01,5
412,2021-11-01,8
412,2022-11-01,10
412,2023-11-01,9
413,2017-11-01,10
413,2018-11-01,10
413,2019-11-01,8
413,2020-11-01,10
413,2021-11-01,7
413,2022-11-01,8
413,2023-11-01,10
414,2021-11-01,9
414,2022-11-01,9
414,2023-11-01,10
415,2018-11-01,10
415,2019-11-01,9
415,2020-11-01,8
415,2021-11-01,8
415,2022-11-01,7
415,2023-11-01,10
416,2020-11-01,9
416,2021-11-01,8
416,2022-11-01,8
416,2023-11-01,10
417,2019-11-01,10
417,2020-11-01,7
417,2021-11-01,10
417,2022-11-01,9
417,2023-11-01,8
418,2023-11-01,9
419,2020-11-01,10
419,2021-11-01,9
419,2022-11-01,8
419,2023-11-01,9
420,2020-11-01,9
420,2021-11-01,9
420,2022-11-01,7
420,2023-11-01,8
421,2017-11-01,7
421,2018-11-01,10
421,2019-11-01,10
421,2020-11-01,8
421,2021-11-01,10
421,2022-11-01,8
421,2023-11-01,7
422,2020-11-01,10
422,2021-11-01,10
422,2022-11-01,7
422,2023-11-01,8
423,2020-11-01,7
423,2021-11-01,3
423,2022-11-01,4
423,2023-11-01,5
424,2021-11-01,10
424,2022-11-01,10
424,2023-11-01,9
425,2021-11-01,8
425,2022-11-01,8
425,2023-11-01,8
426,2021-11-01,10
426,2022-11-01,9
426,2023-11-01,10
427,2023-11-01,10
428,2021-11-01,8
428,2022-11-01,9
428,2023-11-01,9
429,2017-11-01,10
429,2018-11-01,10
429,2019-11-01,9
429,2020-11-01,9
429,2021-11-01,8
429,2022-11-01,8
429,2023-11-01,10
430,2021-11-01,10
430,2022-11-01,9
430,2023-11-01,10
431,2019-11-01,7
431,2020-11-01,8
431,2021-11-01,10
431,2022-11-01,7
431,2023-11-01,8
432,2021-11-01,9
432,2022-11-01,7
432,2023-11-01,7
433,2021-11-01,10
433,2022-11-01,9
433,2023-11-01,8
434,2017-11-01,9
434,2018-11-01,7
434,2019-11-01,8
434,2020-11-01,9
434,2021-11-01,7
434,2022-11-01,8
434,2023-11-01,8
435,2022-11-01,10
435,2023-11-01,9
436,2016-11-01,8
436,2017-11-01,10
436,2018-11-01,10
436,2019-11-01,9
436,2020-11-01,10
436,2021-11-01,8
436,2022-11-01,7
436,2023-11-01,8
437,2016-11-01,10
437,2017-11-01,10
437,2018-11-01,9
437,2019-11-01,9
437,2020-11-01,8
437,2021-11-01,7
437,2022-11-01,9
437,2023-11-01,7
438,2021-11-01,8
438,2022-11-01,8
438,2023-11-01,10
439,2018-11-01,9
439,2019-11-01,7
439,2020-11-01,5
439,2021-11-01,3
439,2022-11-01,4
439,2023-11-01,3
440,2020-11-01,8
440,2021-11-01,8
440,2022-11-01,9
440,2023-11-01,8
441,2020-11-01,8
441,2021-11-01,7
441,2022-11-01,9
441,2023-11-01,9
442,2019-11-01,7
442,2020-11-01,10
442,2021-11-01,9
442,2022-11-01,5
442,2023-11-01,3
443,2021-11-01,7
443,2022-11-01,10
443,2023-11-01,9
444,2021-11-01,10
444,2022-11-01,7
444,2023-11-01,8
445,2021-11-01,9
445,2022-11-01,7
445,2023-11-01,10
446,2015-11-01,8
446,2016-11-01,9
446,2017-11-01,9
446,2018-11-01,10
446,2019-11-01,7
446,2020-11-01,8
446,2021-11-01,7
446,2022-11-01,10
446,2023-11-01,10
447,2021-11-01,7
447,2022-11-01,10
447,2023-11-01,10
448,2016-11-01,8
448,2017-11-01,8
448,2018-11-01,8
448,2019-11-01,9
448,2020-11-01,8
448,2021-11-01,9
448,2022-11-01,7
448,2023-11-01,7
449,2021-11-01,9
449,2022-11-01,9
449,2023-11-01,8
450,2021-11-01,8
450,2022-11-01,10
450,2023-11-01,8
451,2019-11-01,8
451,2020-11-01,10
451,2021-11-01,8
451,2022-11-01,8
451,2023-11-01,7
452,2017-11-01,7
452,2018-11-01,10
452,2019-11-01,7
452,2020-11-01,10
452,2021-11-01,10
452,2022-11-01,10
452,2023-11-01,8
453,2023-11-01,9
454,2022-11-01,10
454,2023-11-01,10
455,2022-11-01,8
455,2023-11-01,9
456,2015-11-01,7
456,2016-11-01,10
456,2017-11-01,8
456,2018-11-01,7
456,2019-11-01,8
456,2020-11-01,10
456,2021-11-01,9
456,2022-11-01,8
456,2023-11-01,10
457,2021-11-01,5
457,2022-11-01,4
457,2023-11-01,3
458,2020-11-01,10
458,2021-11-01,7
458,2022-11-01,9
458,2023-11-01,10
459,2018-11-01,10
459,2019-11-01,8
459,2020-11-01,8
459,2021-11-01,8
459,2022-11-01,10
459,2023-11-01,8
460,2015-11-01,8
460,2016-11-01,8
460,2017-11-01,10
460,2018-11-01,4
460,2019-11-01,3
460,2020-11-01,4
460,2021-11-01,5
460,2022-11-01,4
460,2023-11-01,5
461,2022-11-01,10
461,2023-11-01,10
462,2020-11-01,9
462,2021-11-01,9
462,2022-11-01,9
462,2023-11-01,8
463,2023-11-01,10
464,2020-11-01,8
464,2021-11-01,9
464,2022-11-01,8
464,2023-11-01,5
465,2016-11-01,8
465,2017-11-01,7
465,2018-11-01,8
465,2019-11-01,7
465,2020-11-01,9
465,2021-11-01,8
465,2022-11-01,7
465,2023-11-01,9
466,2016-11-01,8
466,2017-11-01,8
466,2018-11-01,8
466,2019-11-01,10
466,2020-11-01,7
466,2021-11-01,10
466,2022-11-01,10
466,2023-11-01,9
467,2018-11-01,8
467,2019-11-01,9
467,2020-11-01,7
467,2021-11-01,7
467,2022-11-01,7
467,2023-11-01,9
468,2018-11-01,8
468,2019-11-01,9
468,2020-11-01,10
468,2021-11-01,9
468,2022-11-01,8
468,2023-11-01,7
469,2019-11-01,8
469,2020-11-01,10
469,2021-11-01,9
469,2022-11-01,7
469,2023-11-01,7
470,2019-11-01,8
470,2020-11-01,7
470,2021-11-01,10
470,2022-11-01,8
470,2023-11-01,8
471,2018-11-01,8
471,2019-11-01,10
471,2020-11-01,10
471,2021-11-01,10
471,2022-11-01,8
471,2023-11-01,10
472,2018-11-01,7
472,2019-11-01,9
472,2020-11-01,8
472,2021-11-01,10
472,2022-11-01,8
472,2023-11-01,7
473,2022-11-01,8
473,2023-11-01,8
474,2021-11-01,8
474,2022-11-01,8
474,2023-11-01,9
475,2020-11-01,3
475,2021-11-01,3
475,2022-11-01,3
475,2023-11-01,4
476,2021-11-01,10
476,2022-11-01,7
476,2023-11-01,9
477,2020-11-01,10
477,2021-11-01,10
477,2022-11-01,8
477,2023-11-01,10
478,2021-11-01,8
478,2022-11-01,5
478,2023-11-01,5
479,2022-11-01,9
479,2023-11-01,10
480,2020-11-01,10
480,2021-11-01,7
480,2022-11-01,10
480,2023-11-01,8
481,2018-11-01,8
481,2019-11-01,8
481,2020-11-01,9
481,2021-11-01,10
481,2022-11-01,10
481,2023-11-01,9
482,2022-11-01,8
482,2023-11-01,9
483,2022-11-01,7
483,2023-11-01,7
484,2020-11-01,9
484,2021-11-01,10
484,2022-11-01,7
484,2023-11-01,10
485,2022-11-01,5
485,2023-11-01,5
486,2023-11-01,8
487,2021-11-01,10
487,2022-11-01,7
487,2023-11-01,8
488,2021-11-01,8
488,2022-11-01,9
488,2023-11-01,9
489,2022-11-01,8
489,2023-11-01,9
490,2020-11-01,7
490,2021-11-01,8
490,2022-11-01,7
490,2023-11-01,9
491,2017-11-01,9
491,2018-11-01,9
491,2019-11-01,7
491,2020-11-01,9
491,2021-11-01,9
491,2022-11-01,9
491,2023-11-01,7
492,2020-11-01,8
492,2021-11-01,9
492,2022-11-01,7
492,2023-11-01,7
493,2021-11-01,7
493,2022-11-01,3
493,2023-11-01,3
494,2020-11-01,9
494,2021-11-01,7
494,2022-11-01,4
494,2023-11-01,5
495,2020-11-01,10
495,2021-11-01,3
495,2022-11-01,4
495,2023-11-01,5
496,2020-11-01,9
496,2021-11-01,9
496,2022-11-01,8
496,2023-11-01,10
497,2015-11-01,9
497,2016-11-01,10
497,2017-11-01,10
497,2018-11-01,9
497,2019-11-01,8
497,2020-11-01,9
497,2021-11-01,10
497,2022-11-01,7
497,2023-11-01,8
498,2020-11-01,8
498,2021-11-01,7
498,2022-11-01,10
498,2023-11-01,7
499,2021-11-01,7
499,2022-11-01,5
499,2023-11-01,5
500,2021-11-01,8
500,2022-11-01,8
500,2023-11-01,8
501,2020-11-01,10
501,2021-11-01,9
501,2022-11-01,8
501,2023-11-01,9
502,2023-11-01,9
503,2020-11-01,10
503,2021-11-01,8
503,2022-11-01,8
503,2023-11-01,9
504,2022-11-01,8
504,2023-11-01,9
505,2020-11-01,5
505,2021-11-01,3
505,2022-11-01,4
505,2023-11-01,5
506,2021-11-01,8
506,2022-11-01,7
506,2023-11-01,8
507,2021-11-01,7
507,2022-11-01,8
507,2023-11-01,7
508,2020-11-01,7
508,2021-11-01,7
508,2022-11-01,9
508,2023-11-01,7
509,2021-11-01,10
509,2022-11-01,7
509,2023-11-01,7
510,2021-11-01,7
510,2022-11-01,10
510,2023-11-01,9
511,2021-11-01,10
511,2022-11-01,8
511,2023-11-01,9
512,2022-11-01,8
512,2023-11-01,8
513,2023-11-01,10
514,2020-11-01,8
514,2021-11-01,9
514,2022-11-01,10
514,2023-11-01,10
515,2019-11-01,8
515,2020-11-01,10
515,2021-11-01,7
515,2022-11-01,8
515,2023-11-01,10
516,2021-11-01,7
516,2022-11-01,7
516,2023-11-01,8
517,2021-11-01,8
517,2022-11-01,9
517,2023-11-01,8
518,2020-11-01,10
518,2021-11-01,8
518,2022-11-01,9
518,2023-11-01,10
519,2018-11-01,7
519,2019-11-01,3
519,2020-11-01,5
519,2021-11-01,5
519,2022-11-01,5
519,2023-11-01,3
520,2015-11-01,9
520,2016-11-01,7
520,2017-11-01,5
520,2018-11-01,5
520,2019-11-01,4
520,2020-11-01,4
520,2021-11-01,3
520,2022-11-01,4
520,2023-11-01,5
521,2021-11-01,9
521,2022-11-01,10
521,2023-11-01,9
522,2020-11-01,8
522,2021-11-01,9
522,2022-11-01,10
522,2023-11-01,7
523,2020-11-01,8
523,2021-11-01,9
523,2022-11-01,5
523,2023-11-01,4
524,2020-11-01,10
524,2021-11-01,8
524,2022-11-01,7
524,2023-11-01,10
525,2020-11-01,9
525,2021-11-01,7
525,2022-11-01,8
525,2023-11-01,10
526,2016-11-01,9
526,2017-11-01,9
526,2018-11-01,7
526,2019-11-01,8
526,2020-11-01,8
526,2021-11-01,8
526,2022-11-01,8
526,2023-11-01,10
527,2021-11-01,8
527,2022-11-01,10
527,2023-11-01,9
528,2021-11-01,7
528,2022-11-01,10
528,2023-11-01,7
529,2020-11-01,10
529,2021-11-01,10
529,2022-11-01,8
529,2023-11-01,5
530,2021-11-01,8
530,2022-11-01,7
530,2023-11-01,9
531,2015-11-01,10
531,2016-11-01,8
531,2017-11-01,9
531,2018-11-01,7
531,2019-11-01,10
531,2020-11-01,8
531,2021-11-01,9
531,2022-11-01,9
531,2023-11-01,10
532,2021-11-01,10
532,2022-11-01,10
532,2023-11-01,10
533,2016-11-01,10
533,2017-11-01,7
533,2018-11-01,8
533,2019-11-01,7
533,2020-11-01,10
533,2021-11-01,8
533,2022-11-01,7
533,2023-11-01,7
534,2020-11-01,10
534,2021-11-01,7
534,2022-11-01,9
534,2023-11-01,10
535,2021-11-01,10
535,2022-11-01,9
535,2023-11-01,7
536,2021-11-01,7
536,2022-11-01,10
536,2023-11-01,10
537,2022-11-01,8
537,2023-11-01,7
538,2021-11-01,7
538,2022-11-01,9
538,2023-11-01,7
539,2021-11-01,9
539,2022-11-01,8
539,2023-11-01,10
540,2022-11-01,8
540,2023-11-01,9
541,2021-11-01,7
541,2022-11-01,10
541,2023-11-01,9
542,2015-11-01,7
542,2016-11-01,10
542,2017-11-01,7
542,2018-11-01,8
542,2019-11-01,9
542,2020-11-01,7
542,2021-11-01,7
542,2022-11-01,9
542,2023-11-01,10
543,2020-11-01,9
543,2021-11-01,7
543,2022-11-01,4
543,2023-11-01,3
544,2021-11-01,9
544,2022-11-01,7
544,2023-11-01,7
545,2020-11-01,9
545,2021-11-01,8
545,2022-11-01,4
545,2023-11-01,4
546,2017-11-01,7
546,2018-11-01,9
546,2019-11-01,7
546,2020-11-01,8
546,2021-11-01,10
546,2022-11-01,7
546,2023-11-01,7
547,2020-11-01,8
547,2021-11-01,8
547,2022-11-01,10
547,2023-11-01,10
548,2015-11-01,8
548,2016-11-01,9
548,2017-11-01,10
548,2018-11-01,7
548,2019-11-01,10
548,2020-11-01,8
548,2021-11-01,10
548,2022-11-01,8
548,2023-11-01,8
549,2023-11-01,7
550,2017-11-01,9
550,2018-11-01,9
550,2019-11-01,9
550,2020-11-01,8
550,2021-11-01,7
550,2022-11-01,9
550,2023-11-01,7
551,2021-11-01,8
551,2022-11-01,8
551,2023-11-01,7
552,2022-11-01,7
552,2023-11-01,9
553,2019-11-01,10
553,2020-11-01,7
553,2021-11-01,5
553,2022-11-01,5
553,2023-11-01,3
554,2020-11-01,10
554,2021-11-01,7
554,2022-11-01,9
554,2023-11-01,9
555,2015-11-01,7
555,2016-11-01,7
555,2017-11-01,9
555,2018-11-01,7
555,2019-11-01,10
555,2020-11-01,7
555,2021-11-01,10
555,2022-11-01,10
555,2023-11-01,9
556,2020-11-01,8
556,2021-11-01,10
556,2022-11-01,9
556,2023-11-01,7
557,2020-11-01,9
557,2021-11-01,7
557,2022-11-01,7
557,2023-11-01,8
558,2020-11-01,7
558,2021-11-01,5
558,2022-11-01,5
558,2023-11-01,3
559,2023-11-01,9
560,2020-11-01,9
560,2021-11-01,9
560,2022-11-01,10
560,2023-11-01,10
561,2019-11-01,8
561,2020-11-01,8
561,2021-11-01,10
561,2022-11-01,7
561,2023-11-01,7
562,2017-11-01,7
562,2018-11-01,8
562,2019-11-01,7
562,2020-11-01,7
562,2021-11-01,10
562,2022-11-01,9
562,2023-11-01,10
563,2020-11-01,9
563,2021-11-01,8
563,2022-11-01,10
563,2023-11-01,8
564,2022-11-01,8
564,2023-11-01,9
565,2020-11-01,8
565,2021-11-01,10
565,2022-11-01,9
565,2023-11-01,10
566,2023-11-01,8
567,2019-11-01,8
567,2020-11-01,4
567,2021-11-01,4
567,2022-11-01,5
567,2023-11-01,5
568,2020-11-01,10
568,2021-11-01,9
568,2022-11-01,7
568,2023-11-01,10
569,2021-11-01,10
569,2022-11-01,8
569,2023-11-01,9
570,2018-11-01,9
570,2019-11-01,8
570,2020-11-01,10
570,2021-11-01,8
570,2022-11-01,7
570,2023-11-01,7
571,2020-11-01,8
571,2021-11-01,10
571,2022-11-01,7
571,2023-11-01,8
572,2023-11-01,7
573,2022-11-01,7
573,2023-11-01,8
574,2021-11-01,3
574,2022-11-01,4
574,2023-11-01,4
575,2021-11-01,7
575,2022-11-01,8
575,2023-11-01,10
576,2018-11-01,10
576,2019-11-01,7
576,2020-11-01,3
576,2021-11-01,4
576,2022-11-01,3
576,2023-11-01,3
577,2018-11-01,8
577,2019-11-01,7
577,2020-11-01,7
577,2021-11-01,9
577,2022-11-01,7
577,2023-11-01,8
578,2017-11-01,8
578,2018-11-01,7
578,2019-11-01,4
578,2020-11-01,4
578,2021-11-01,4
578,2022-11-01,4
578,2023-11-01,3
579,2021-11-01,8
579,2022-11-01,10
579,2023-11-01,8
580,2015-11-01,7
580,2016-11-01,8
580,2017-11-01,9
580,2018-11-01,7
580,2019-11-01,10
580,2020-11-01,8
580,2021-11-01,9
580,2022-11-01,8
580,2023-11-01,9
581,2023-11-01,7
582,2017-11-01,7
582,2018-11-01,8
582,2019-11-01,9
582,2020-11-01,5
582,2021-11-01,3
582,2022-11-01,3
582,2023-11-01,3
583,2020-11-01,10
583,2021-11-01,7
583,2022-11-01,8
583,2023-11-01,7
584,2022-11-01,8
584,2023-11-01,9
585,2019-11-01,7
585,2020-11-01,7
585,2021-11-01,9
585,2022-11-01,9
585,2023-11-01,9
586,2015-11-01,10
586,2016-11-01,8
586,2017-11-01,8
586,2018-11-01,7
586,2019-11-01,9
586,2020-11-01,9
586,2021-11-01,8
586,2022-11-01,9
586,2023-11-01,9
587,2022-11-01,8
587,2023-11-01,8
588,2020-11-01,9
588,2021-11-01,8
588,2022-11-01,5
588,2023-11-01,4
589,2018-11-01,8
589,2019-11-01,7
589,2020-11-01,9
589,2021-11-01,8
589,2022-11-01,9
589,2023-11-01,9
590,2022-11-01,7
590,2023-11-01,8
591,2022-11-01,8
591,2023-11-01,8
592,2020-11-01,7
592,2021-11-01,7
592,2022-11-01,8
592,2023-11-01,8
593,2021-11-01,9
593,2022-11-01,7
593,2023-11-01,10
594,2023-11-01,7
595,2020-11-01,10
595,2021-11-01,10
595,2022-11-01,9
595,2023-11-01,7
596,2016-11-01,9
596,2017-11-01,9
596,2018-11-01,7
596,2019-11-01,9
596,2020-11-01,7
596,2021-11-01,8
596,2022-11-01,10
596,2023-11-01,10
597,2019-11-01,8
597,2020-11-01,9
597,2021-11-01,7
597,2022-11-01,7
597,2023-11-01,10
598,2023-11-01,10
599,2022-11-01,8
599,2023-11-01,9
600,2021-11-01,8
600,2022-11-01,8
600,2023-11-01,5
601,2019-11-01,9
601,2020-11-01,10
601,2021-11-01,8
601,2022-11-01,8
601,2023-11-01,10
602,2022-11-01,8
602,2023-11-01,9
603,2020-11-01,9
603,2021-11-01,10
603,2022-11-01,9
603,2023-11-01,7
604,2020-11-01,7
604,2021-11-01,8
604,2022-11-01,7
604,2023-11-01,7
605,2022-11-01,10
605,2023-11-01,10
606,2018-11-01,8
606,2019-11-01,9
606,2020-11-01,7
606,2021-11-01,9
606,2022-11-01,7
606,2023-11-01,7
607,2018-11-01,10
607,2019-11-01,10
607,2020-11-01,8
607,2021-11-01,10
607,2022-11-01,9
607,2023-11-01,8
608,2019-11-01,10
608,2020-11-01,7
608,2021-11-01,8
608,2022-11-01,10
608,2023-11-01,10
609,2023-11-01,9
610,2021-11-01,8
610,2022-11-01,8
610,2023-11-01,7
611,2018-11-01,8
611,2019-11-01,10
611,2020-11-01,10
611,2021-11-01,9
611,2022-11-01,8
611,2023-11-01,9
612,2023-11-01,9
613,2017-11-01,9
613,2018-11-01,8
613,2019-11-01,8
613,2020-11-01,10
613,2021-11-01,9
613,2022-11-01,9
613,2023-11-01,10
614,2021-11-01,8
614,2022-11-01,9
614,2023-11-01,9
615,2022-11-01,7
615,2023-11-01,9
616,2021-11-01,10
616,2022-11-01,9
616,2023-11-01,8
617,2021-11-01,7
617,2022-11-01,9
617,2023-11-01,9
618,2016-11-01,9
618,2017-11-01,10
618,2018-11-01,8
618,2019-11-01,10
618,2020-11-01,9
618,2021-11-01,9
618,2022-11-01,10
618,2023-11-01,7
619,2021-11-01,9
619,2022-11-01,9
619,2023-11-01,10
620,2020-11-01,10
620,2021-11-01,8
620,2022-11-01,7
620,2023-11-01,7
621,2020-11-01,8
621,2021-11-01,10
621,2022-11-01,7
621,2023-11-01,7
622,2018-11-01,7
622,2019-11-01,10
622,2020-11-01,7
622,2021-11-01,10
622,2022-11-01,7
622,2023-11-01,7
