employee_id,type,start,days,status
320,Earned Leave,2023-03-15,3,Approved
320,Sick Leave,2023-01-13,3,Approved
321,Earned Leave,2018-04-12,4,Approved
321,Earned Leave,2019-09-03,3,Approved
321,Earned Leave,2020-03-08,5,Approved
321,Earned Leave,2022-06-11,6,Approved
321,Earned Leave,2023-01-07,3,Approved
322,Earned Leave,2022-04-15,5,Approved
323,Earned Leave,2023-03-22,6,Approved
324,Earned Leave,2017-10-14,4,Approved
324,Earned Leave,2018-07-21,7,Approved
324,Sick Leave,2019-11-13,3,Approved
324,Earned Leave,2020-06-16,7,Approved
324,Earned Leave,2021-01-17,5,Approved
325,Earned Leave,2017-01-08,7,Approved
325,Sick Leave,2017-08-12,3,Approved
325,Earned Leave,2018-01-01,4,Approved
326,Earned Leave,2020-09-18,4,Approved
326,Earned Leave,2021-08-10,7,Approved
326,Sick Leave,2022-10-17,2,Approved
326,Earned Leave,2023-09-02,4,Approved
326,Sick Leave,2023-07-14,2,Approved
328,Sick Leave,2022-05-10,3,Approved
328,Earned Leave,2023-05-02,6,Approved
329,Earned Leave,2022-02-26,4,Approved
329,Earned Leave,2023-07-10,5,Approved
330,Earned Leave,2017-01-02,5,Approved
330,Earned Leave,2019-09-18,6,Approved
330,Sick Leave,2020-02-06,2,Approved
330,Earned Leave,2021-08-22,4,Approved
330,Earned Leave,2022-03-08,4,Approved
330,Earned Leave,2023-11-24,7,Approved
331,Earned Leave,2022-08-13,4,Approved
332,Earned Leave,2021-11-19,7,Approved
332,Sick Leave,2021-03-13,3,Approved
332,Earned Leave,2022-11-23,6,Approved
332,Earned Leave,2023-05-24,4,Approved
333,Earned Leave,2023-03-24,4,Approved
333,Sick Leave,2023-07-21,3,Approved
334,Earned Leave,2021-02-17,6,Approved
334,Earned Leave,2022-02-10,7,Approved
334,Earned Leave,2023-02-02,4,Approved
335,Earned Leave,2015-03-10,3,Approved
335,Sick Leave,2015-05-06,2,Approved
335,Earned Leave,2016-04-16,4,Approved
335,Sick Leave,2016-08-22,3,Approved
335,Earned Leave,2017-02-01,7,Approved
335,Sick Leave,2018-05-14,3,Approved
335,Earned Leave,2019-05-06,5,Approved
335,Sick Leave,2019-03-18,3,Approved
335,Earned Leave,2020-10-18,5,Approved
335,Sick Leave,2020-07-12,2,Approved
335,Earned Leave,2021-05-16,3,Approved
335,Sick Leave,2022-07-05,3,Approved
335,Earned Leave,2023-04-27,7,Approved
335,Sick Leave,2023-04-26,2,Approved
336,Earned Leave,2020-07-19,3,Approved
336,Earned Leave,2021-02-11,5,Approved
337,Earned Leave,2023-08-22,3,Approved
337,Sick Leave,2023-08-24,3,Approved
338,Earned Leave,2022-01-01,3,Approved
338,Earned Leave,2023-05-13,4,Approved
338,Sick Leave,2023-06-03,2,Approved
341,Earned Leave,2017-08-12,4,Approved
341,Sick Leave,2019-11-24,3,Approved
341,Earned Leave,2020-06-10,4,Approved
341,Sick Leave,2020-03-11,3,Approved
341,Earned Leave,2021-10-06,5,Approved
342,Earned Leave,2020-01-16,6,Approved
342,Earned Leave,2021-05-05,6,Approved
342,Sick Leave,2021-11-24,3,Approved
342,Sick Leave,2022-07-10,3,Approved
342,Earned Leave,2023-04-08,4,Approved
343,Earned Leave,2021-06-09,4,Approved
343,Sick Leave,2021-06-07,3,Approved
343,Earned Leave,2022-08-23,3,Approved
343,Sick Leave,2022-10-22,2,Approved
343,Earned Leave,2023-11-10,5,Approved
343,Sick Leave,2023-01-27,2,Approved
345,Earned Leave,2023-09-10,5,Approved
346,Earned Leave,2022-04-10,5,Approved
346,Earned Leave,2023-10-14,6,Approved
347,Earned Leave,2021-06-12,5,Approved
347,Earned Leave,2022-01-17,3,Approved
347,Earned Leave,2023-09-04,7,Approved
347,Sick Leave,2023-09-24,3,Approved
348,Earned Leave,2018-01-16,3,Approved
348,Earned Leave,2020-04-26,7,Approved
348,Earned Leave,2021-09-20,7,Approved
348,Earned Leave,2022-06-10,4,Approved
348,Earned Leave,2023-05-11,7,Approved
349,Earned Leave,2021-07-18,7,Approved
349,Earned Leave,2022-08-12,4,Approved
349,Earned Leave,2023-02-20,3,Approved
350,Earned Leave,2022-11-22,3,Approved
350,Sick Leave,2023-02-15,3,Approved
351,Earned Leave,2023-06-22,5,Approved
352,Earned Leave,2022-11-07,4,Rejected
353,Earned Leave,2018-11-04,6,Approved
353,Earned Leave,2019-07-06,6,Approved
353,Sick Leave,2019-01-10,3,Approved
353,Earned Leave,2023-07-08,7,Approved
353,Sick Leave,2023-06-17,2,Approved
354,Earned Leave,2019-05-15,4,Approved
354,Sick Leave,2019-07-05,3,Approved
354,Sick Leave,2020-01-16,2,Approved
354,Earned Leave,2021-02-11,6,Approved
355,Earned Leave,2022-07-04,7,Approved
355,Sick Leave,2023-03-16,3,Approved
356,Earned Leave,2022-07-06,3,Approved
356,Sick Leave,2022-02-17,2,Approved
356,Sick Leave,2023-11-23,2,Approved
357,Earned Leave,2022-09-24,6,Approved
358,Earned Leave,2022-06-14,7,Approved
358,Earned Leave,2023-11-07,7,Rejected
358,Sick Leave,2023-10-16,3,Approved
359,Earned Leave,2019-09-08,6,Approved
359,Sick Leave,2019-08-11,2,Approved
359,Sick Leave,2020-07-21,2,Approved
359,Earned Leave,2021-05-08,3,Approved
359,Earned Leave,2022-02-24,7,Approved
360,Earned Leave,2022-10-02,7,Approved
360,Earned Leave,2023-07-03,6,Approved
362,Earned Leave,2023-01-10,5,Approved
362,Sick Leave,2023-07-09,3,Approved
363,Earned Leave,2022-07-23,4,Approved
363,Sick Leave,2022-06-18,2,Approved
363,Earned Leave,2023-07-26,5,Approved
364,Earned Leave,2020-11-26,4,Approved
364,Earned Leave,2021-07-03,7,Approved
364,Earned Leave,2023-02-04,6,Approved
364,Sick Leave,2023-03-09,3,Approved
365,Earned Leave,2023-09-10,6,Approved
366,Earned Leave,2022-01-14,4,Approved
366,Sick Leave,2022-11-17,3,Approved
366,Sick Leave,2023-07-27,2,Approved
367,Earned Leave,2021-05-06,7,Approved
367,Sick Leave,2023-01-17,3,Approved
368,Earned Leave,2023-04-01,3,Approved
369,Earned Leave,2021-05-05,5,Approved
369,Sick Leave,2021-10-08,3,Approved
369,Earned Leave,2022-05-20,6,Approved
369,Sick Leave,2022-08-15,2,Approved
369,Earned Leave,2023-03-14,3,Approved
369,Sick Leave,2023-03-10,2,Approved
370,Sick Leave,2019-07-16,3,Approved
370,Earned Leave,2020-10-23,3,Approved
371,Earned Leave,2022-11-14,4,Approved
371,Sick Leave,2022-10-16,2,Approved
371,Earned Leave,2023-05-27,4,Approved
371,Sick Leave,2023-05-20,3,Approved
372,Earned Leave,2021-07-22,5,Approved
372,Earned Leave,2022-02-27,4,Approved
372,Sick Leave,2022-06-25,3,Approved
373,Earned Leave,2023-08-23,4,Approved
374,Earned Leave,2021-09-26,6,Approved
374,Earned Leave,2022-04-10,3,Approved
374,Earned Leave,2023-09-21,7,Approved
375,Earned Leave,2017-10-09,7,Approved
375,Earned Leave,2018-09-07,7,Approved
375,Earned Leave,2019-01-08,5,Approved
375,Earned Leave,2020-03-14,4,Approved
375,Sick Leave,2020-01-18,2,Approved
375,Earned Leave,2022-01-23,3,Approved
375,Sick Leave,2022-09-12,3,Approved
376,Earned Leave,2019-07-18,7,Approved
376,Sick Leave,2019-05-16,3,Approved
376,Earned Leave,2020-10-07,3,Approved
376,Earned Leave,2021-07-13,6,Approved
376,Earned Leave,2022-07-16,6,Approved
376,Sick Leave,2022-03-02,3,Approved
376,Earned Leave,2023-02-20,6,Approved
376,Sick Leave,2023-10-20,3,Approved
378,Earned Leave,2023-05-27,5,Approved
380,Earned Leave,2017-10-01,4,Approved
380,Sick Leave,2018-01-07,2,Approved
380,Sick Leave,2019-09-02,3,Approved
380,Earned Leave,2020-02-13,5,Approved
380,Sick Leave,2020-11-04,2,Approved
380,Sick Leave,2021-03-27,2,Approved
380,Sick Leave,2022-10-21,2,Approved
380,Sick Leave,2023-06-12,2,Approved
381,Earned Leave,2020-06-26,5,Approved
381,Sick Leave,2021-02-23,2,Approved
382,Earned Leave,2017-10-16,4,Approved
382,Sick Leave,2017-04-09,2,Approved
382,Earned Leave,2019-04-08,7,Approved
382,Earned Leave,2021-10-27,6,Approved
382,Earned Leave,2022-01-26,3,Approved
382,Sick Leave,2022-02-17,2,Approved
382,Earned Leave,2023-03-11,5,Approved
383,Sick Leave,2018-06-13,3,Approved
383,Earned Leave,2019-07-06,6,Approved
383,Sick Leave,2019-06-07,2,Approved
383,Earned Leave,2020-08-01,7,Approved
383,Sick Leave,2020-04-19,3,Approved
383,Earned Leave,2021-09-24,6,Approved
383,Sick Leave,2022-05-11,3,Approved
383,Earned Leave,2023-02-08,7,Approved
384,Earned Leave,2018-11-11,4,Approved
384,Earned Leave,2019-05-07,3,Approved
384,Earned Leave,2020-02-11,5,Approved
384,Sick Leave,2020-06-07,2,Approved
384,Earned Leave,2021-06-16,4,Approved
384,Earned Leave,2022-07-23,7,Approved
384,Sick Leave,2023-03-09,3,Approved
385,Earned Leave,2023-11-14,5,Approved
385,Sick Leave,2023-02-01,3,Approved
386,Earned Leave,2022-03-06,7,Approved
386,Sick Leave,2022-11-27,3,Approved
386,Earned Leave,2023-11-16,4,Approved
386,Sick Leave,2023-01-01,2,Approved
387,Earned Leave,2022-02-05,3,Approved
387,Sick Leave,2022-06-14,2,Approved
387,Earned Leave,2023-10-06,3,Approved
387,Sick Leave,2023-06-26,2,Approved
388,Earned Leave,2022-05-05,5,Approved
388,Sick Leave,2023-04-09,3,Approved
389,Earned Leave,2019-02-16,3,Approved
389,Earned Leave,2020-03-25,5,Approved
389,Sick Leave,2020-08-15,3,Approved
390,Earned Leave,2021-08-19,7,Approved
390,Earned Leave,2022-07-12,3,Approved
390,Earned Leave,2023-07-17,7,Approved
391,Sick Leave,2023-06-07,2,Approved
392,Earned Leave,2022-04-25,4,Approved
392,Earned Leave,2023-03-24,5,Approved
393,Sick Leave,2023-10-16,3,Approved
394,Sick Leave,2021-09-16,2,Approved
394,Sick Leave,2022-10-11,2,Approved
394,Earned Leave,2023-02-17,4,Approved
395,Earned Leave,2018-04-10,4,Approved
395,Earned Leave,2019-11-19,7,Approved
395,Sick Leave,2019-10-09,3,Approved
395,Earned Leave,2022-11-25,3,Approved
395,Earned Leave,2023-09-18,4,Approved
395,Sick Leave,2023-07-17,3,Approved
396,Earned Leave,2020-10-05,5,Approved
396,Earned Leave,2021-08-08,3,Approved
396,Sick Leave,2021-08-10,3,Approved
396,Sick Leave,2022-08-07,3,Approved
396,Earned Leave,2023-03-12,7,Approved
396,Sick Leave,2023-06-06,3,Approved
397,Sick Leave,2023-01-13,3,Approved
399,Earned Leave,2019-10-06,6,Approved
399,Earned Leave,2020-02-03,6,Approved
399,Earned Leave,2021-04-20,7,Approved
399,Earned Leave,2022-05-04,4,Approved
399,Earned Leave,2023-10-24,3,Approved
401,Earned Leave,2022-07-27,4,Approved
401,Earned Leave,2023-10-08,6,Approved
402,Sick Leave,2021-08-27,2,Approved
402,Earned Leave,2022-01-17,5,Approved
402,Sick Leave,2022-09-24,2,Approved
402,Earned Leave,2023-05-20,3,Approved
402,Sick Leave,2023-09-04,2,Approved
403,Earned Leave,2022-10-17,4,Approved
404,Sick Leave,2021-11-11,2,Approved
404,Earned Leave,2022-08-20,3,Approved
404,Earned Leave,2023-11-19,5,Rejected
405,Earned Leave,2016-02-21,5,Approved
405,Sick Leave,2016-03-09,2,Approved
405,Earned Leave,2017-05-17,6,Approved
405,Sick Leave,2017-01-16,3,Approved
405,Earned Leave,2018-04-12,4,Approved
405,Sick Leave,2018-10-24,2,Approved
405,Earned Leave,2019-10-12,7,Approved
405,Sick Leave,2019-03-12,2,Approved
405,Earned Leave,2020-03-22,3,Approved
405,Earned Leave,2021-02-25,5,Approved
405,Earned Leave,2022-02-17,5,Approved
405,Sick Leave,2022-10-24,3,Approved
405,Earned Leave,2023-08-14,7,Approved
406,Earned Leave,2019-09-03,6,Approved
406,Earned Leave,2021-11-16,6,Approved
406,Sick Leave,2021-02-20,2,Approved
406,Earned Leave,2023-02-27,3,Approved
407,Earned Leave,2022-07-01,6,Approved
407,Sick Leave,2023-10-24,3,Approved
408,Earned Leave,2022-02-16,4,Approved
408,Sick Leave,2022-04-20,2,Approved
408,Earned Leave,2023-08-08,6,Approved
410,Earned Leave,2022-02-15,7,Approved
410,Earned Leave,2023-02-24,7,Approved
411,Earned Leave,2022-05-10,7,Approved
412,Earned Leave,2021-10-06,3,Approved
412,Earned Leave,2022-04-10,5,Approved
412,Sick Leave,2022-03-04,2,Approved
413,Earned Leave,2018-10-15,7,Approved
413,Sick Leave,2018-03-24,3,Approved
413,Sick Leave,2019-08-11,3,Approved
413,Earned Leave,2020-08-24,4,Approved
413,Sick Leave,2020-05-14,3,Approved
413,Sick Leave,2021-02-04,3,Approved
413,Sick Leave,2022-06-17,3,Approved
413,Earned Leave,2023-02-19,5,Approved
413,Sick Leave,2023-03-12,3,Approved
414,Earned Leave,2022-08-19,3,Approved
414,Earned Leave,2023-01-27,6,Approved
415,Sick Leave,2019-06-16,2,Approved
415,Earned Leave,2020-07-12,4,Approved
415,Sick Leave,2020-11-27,2,Approved
415,Earned Leave,2021-08-24,6,Approved
416,Earned Leave,2020-09-07,4,Approved
416,Sick Leave,2020-08-07,2,Approved
416,Sick Leave,2021-01-15,2,Approved
416,Sick Leave,2022-06-03,3,Approved
416,Sick Leave,2023-07-24,3,Approved
417,Sick Leave,2019-07-13,3,Approved
417,Sick Leave,2020-09-17,3,Approved
417,Earned Leave,2021-07-25,3,Approved
417,Sick Leave,2021-02-17,3,Approved
417,Earned Leave,2022-04-20,7,Approved
417,Sick Leave,2022-02-22,2,Approved
417,Sick Leave,2023-03-10,2,Approved
418,Sick Leave,2023-11-21,2,Approved
419,Earned Leave,2021-01-21,5,Approved
419,Earned Leave,2022-11-26,7,Approved
419,Earned Leave,2023-06-08,5,Approved
419,Sick Leave,2023-10-01,3,Approved
420,Earned Leave,2022-02-02,6,Approved
420,Earned Leave,2023-05-23,7,Approved
420,Sick Leave,2023-07-13,3,Approved
421,Earned Leave,2018-01-11,3,Approved
421,Earned Leave,2019-09-03,5,Approved
421,Sick Leave,2019-02-24,2,Approved
421,Earned Leave,2020-05-26,4,Approved
421,Earned Leave,2021-05-08,3,Approved
421,Earned Leave,2022-01-06,5,Approved
421,Earned Leave,2023-08-21,7,Approved
422,Earned Leave,2020-07-08,7,Approved
422,Sick Leave,2020-05-24,2,Approved
422,Earned Leave,2022-10-07,7,Approved
422,Sick Leave,2022-03-07,2,Approved
422,Sick Leave,2023-09-07,3,Approved
423,Earned Leave,2020-08-27,5,Approved
424,Earned Leave,2022-03-02,5,Approved
424,Sick Leave,2022-04-17,2,Approved
424,Earned Leave,2023-07-25,5,Approved
424,Sick Leave,2023-04-03,3,Approved
425,Earned Leave,2021-06-21,7,Approved
425,Earned Leave,2023-01-12,3,Approved
427,Sick Leave,2023-09-06,3,Approved
428,Earned Leave,2023-04-09,5,Approved
428,Sick Leave,2023-09-23,2,Approved
429,Earned Leave,2019-01-24,5,Approved
429,Sick Leave,2019-02-20,3,Approved
429,Earned Leave,2020-08-02,5,Approved
429,Earned Leave,2021-01-10,5,Approved
429,Earned Leave,2022-07-06,4,Approved
429,Earned Leave,2023-05-03,7,Approved
430,Earned Leave,2022-01-13,5,Approved
430,Earned Leave,2023-07-13,4,Approved
431,Earned Leave,2021-04-08,4,Approved
431,Earned Leave,2022-09-01,5,Approved
431,Sick Leave,2022-08-27,3,Approved
431,Earned Leave,2023-09-25,3,Approved
432,Earned Leave,2022-09-20,5,Approved
432,Earned Leave,2023-09-12,3,Approved
433,Earned Leave,2022-10-18,7,Approved
433,Sick Leave,2022-10-10,2,Approved
433,Earned Leave,2023-09-22,7,Approved
434,Sick Leave,2017-08-21,2,Approved
434,Sick Leave,2018-06-17,2,Approved
434,Earned Leave,2019-10-26,3,Approved
434,Sick Leave,2019-10-01,2,Approved
434,Earned Leave,2020-03-09,4,Approved
434,Earned Leave,2021-10-06,6,Approved
434,Sick Leave,2021-09-18,3,Approved
434,Earned Leave,2022-06-08,6,Approved
434,Sick Leave,2022-10-16,3,Approved
434,Earned Leave,2023-04-02,7,Approved
434,Sick Leave,2023-08-12,2,Approved
436,Earned Leave,2017-03-10,3,Approved
436,Earned Leave,2018-09-20,4,Approved
436,Earned Leave,2020-06-25,5,Approved
436,Sick Leave,2020-01-05,2,Approved
436,Sick Leave,2022-01-11,3,Approved
436,Earned Leave,2023-06-25,3,Approved
437,Sick Leave,2017-08-10,3,Approved
437,Sick Leave,2018-05-02,2,Approved
437,Earned Leave,2019-05-19,5,Approved
437,Sick Leave,2019-04-22,3,Approved
437,Earned Leave,2020-07-27,7,Approved
437,Earned Leave,2021-08-25,3,Approved
437,Sick Leave,2021-02-03,2,Approved
437,Earned Leave,2022-08-17,5,Approved
438,Earned Leave,2021-11-03,5,Approved
438,Earned Leave,2022-08-13,4,Approved
438,Earned Leave,2023-10-02,5,Approved
439,Earned Leave,2019-04-27,4,Approved
439,Sick Leave,2019-07-21,2,Approved
439,Earned Leave,2020-05-20,6,Approved
439,Sick Leave,2020-07-15,2,Approved
440,Earned Leave,2020-10-10,3,Approved
440,Sick Leave,2021-06-04,3,Approved
441,Earned Leave,2020-09-17,4,Approved
441,Earned Leave,2021-10-16,6,Approved
441,Sick Leave,2021-08-03,2,Approved
441,Earned Leave,2022-10-05,6,Approved
442,Earned Leave,2019-10-19,3,Approved
442,Sick Leave,2020-09-21,2,Approved
442,Earned Leave,2021-10-02,7,Approved
443,Earned Leave,2023-03-15,7,Approved
443,Sick Leave,2023-04-27,3,Approved
444,Earned Leave,2022-11-16,5,Approved
444,Sick Leave,2022-11-01,3,Approved
444,Earned Leave,2023-10-02,4,Approved
445,Earned Leave,2021-02-26,7,Approved
445,Sick Leave,2022-10-27,3,Approved
445,Earned Leave,2023-03-21,4,Approved
445,Sick Leave,2023-02-14,3,Approved
446,Earned Leave,2015-03-20,6,Approved
446,Sick Leave,2015-05-19,2,Approved
446,Earned Leave,2016-02-07,4,Approved
446,Earned Leave,2017-08-12,6,Approved
446,Earned Leave,2018-11-02,5,Approved
446,Sick Leave,2018-06-21,2,Approved
446,Earned Leave,2021-07-07,3,Approved
446,Earned Leave,2022-06-11,3,Approved
446,Earned Leave,2023-07-15,4,Approved
446,Sick Leave,2023-08-17,3,Approved
447,Earned Leave,2022-05-26,3,Approved
448,Earned Leave,2016-10-09,4,Approved
448,Sick Leave,2017-06-27,2,Approved
448,Earned Leave,2019-04-23,4,Approved
448,Sick Leave,2019-05-14,3,Approved
448,Earned Leave,2020-02-04,5,Approved
448,Sick Leave,2020-03-02,2,Approved
448,Earned Leave,2021-02-05,3,Approved
448,Sick Leave,2021-03-17,2,Approved
448,Earned Leave,2022-09-08,6,Approved
448,Sick Leave,2022-10-18,3,Approved
448,Sick Leave,2023-10-23,3,Approved
449,Earned Leave,2022-07-13,7,Approved
449,Earned Leave,2023-07-05,7,Approved
450,Sick Leave,2021-11-14,3,Approved
450,Earned Leave,2022-10-09,6,Approved
450,Sick Leave,2022-03-18,2,Approved
450,Earned Leave,2023-07-23,3,Approved
450,Sick Leave,2023-07-11,3,Approved
451,Earned Leave,2020-04-15,6,Approved
451,Sick Leave,2020-03-13,2,Approved
451,Earned Leave,2021-01-27,7,Approved
451,Sick Leave,2021-10-06,3,Approved
451,Earned Leave,2022-11-23,3,Approved
451,Sick Leave,2023-05-01,3,Approved
452,Earned Leave,2017-08-04,6,Approved
452,Earned Leave,2018-10-16,3,Approved
452,Earned Leave,2019-03-20,3,Approved
452,Earned Leave,2020-04-21,3,Approved
452,Earned Leave,2021-10-18,5,Approved
453,Earned Leave,2023-10-23,3,Approved
453,Sick Leave,2023-11-09,2,Approved
454,Earned Leave,2022-08-08,3,Approved
455,Earned Leave,2022-09-04,3,Approved
455,Earned Leave,2023-06-21,6,Approved
455,Sick Leave,2023-09-12,2,Approved
456,Earned Leave,2016-11-07,3,Approved
456,Earned Leave,2017-09-22,7,Approved
456,Sick Leave,2017-11-03,3,Approved
456,Earned Leave,2019-04-04,4,Approved
456,Earned Leave,2020-11-04,5,Approved
456,Sick Leave,2020-02-22,3,Approved
456,Earned Leave,2021-08-08,6,Approved
456,Sick Leave,2021-01-25,2,Approved
456,Earned Leave,2022-11-16,5,Approved
456,Earned Leave,2023-09-03,3,Approved
458,Earned Leave,2020-04-22,5,Approved
458,Sick Leave,2020-10-26,3,Approved
458,Earned Leave,2021-08-16,3,Approved
458,Sick Leave,2021-10-18,2,Approved
458,Earned Leave,2023-01-10,4,Approved
459,Earned Leave,2018-10-17,7,Approved
459,Sick Leave,2018-10-05,3,Approved
459,Earned Leave,2019-08-03,5,Approved
459,Sick Leave,2019-08-13,2,Approved
459,Earned Leave,2020-09-09,3,Approved
459,Earned Leave,2021-06-14,5,Approved
459,Sick Leave,2021-10-24,2,Approved
459,Earned Leave,2022-05-05,6,Approved
459,Earned Leave,2023-08-04,3,Approved
460,Sick Leave,2017-05-12,3,Approved
461,Earned Leave,2023-06-03,6,Approved
461,Sick Leave,2023-10-06,2,Approved
462,Earned Leave,2023-04-19,4,Approved
463,Earned Leave,2023-08-15,5,Approved
463,Sick Leave,2023-06-17,2,Approved
464,Sick Leave,2021-03-12,2,Approved
464,Earned Leave,2023-04-06,6,Approved
464,Sick Leave,2023-07-11,3,Approved
465,Earned Leave,2017-05-08,4,Approved
465,Earned Leave,2018-08-16,7,Approved
465,Earned Leave,2019-08-14,3,Approved
465,Sick Leave,2019-10-08,2,Approved
465,Earned Leave,2020-03-08,6,Approved
465,Earned Leave,2021-03-21,7,Approved
465,Earned Leave,2023-01-12,6,Approved
466,Earned Leave,2017-09-08,7,Approved
466,Earned Leave,2020-03-04,7,Approved
466,Earned Leave,2022-08-24,3,Approved
466,Sick Leave,2022-05-14,2,Approved
466,Earned Leave,2023-06-06,4,Approved
466,Sick Leave,2023-10-08,2,Approved
467,Earned Leave,2020-08-14,3,Approved
467,Earned Leave,2021-05-24,3,Approved
467,Earned Leave,2022-11-08,6,Approved
467,Earned Leave,2023-11-06,6,Approved
468,Earned Leave,2018-11-24,5,Rejected
468,Sick Leave,2018-05-14,3,Approved
468,Earned Leave,2019-08-09,3,Approved
468,Earned Leave,2020-08-24,3,Approved
468,Earned Leave,2021-05-19,7,Approved
468,Sick Leave,2021-11-07,3,Approved
468,Earned Leave,2022-06-07,4,Approved
468,Earned Leave,2023-07-19,5,Approved
469,Sick Leave,2020-09-15,2,Approved
469,Earned Leave,2021-05-22,6,Approved
469,Earned Leave,2022-09-12,5,Approved
469,Earned Leave,2023-09-23,3,Approved
470,Earned Leave,2022-11-06,3,Rejected
470,Sick Leave,2023-03-17,2,Approved
471,Earned Leave,2019-11-15,6,Approved
471,Earned Leave,2021-10-23,3,Approved
471,Sick Leave,2021-10-20,3,Approved
471,Earned Leave,2022-05-26,7,Approved
471,Earned Leave,2023-10-05,4,Approved
472,Sick Leave,2018-05-25,3,Approved
472,Earned Leave,2019-08-14,6,Approved
472,Earned Leave,2020-11-04,7,Approved
472,Earned Leave,2021-06-08,3,Approved
472,Sick Leave,2021-09-24,2,Approved
472,Earned Leave,2022-10-05,3,Approved
472,Sick Leave,2022-01-15,3,Approved
472,Earned Leave,2023-01-10,7,Approved
472,Sick Leave,2023-10-20,2,Approved
473,Sick Leave,2022-10-06,3,Approved
473,Sick Leave,2023-04-10,2,Approved
474,Earned Leave,2023-04-18,3,Approved
476,Earned Leave,2022-05-13,6,Approved
476,Sick Leave,2022-09-07,2,Approved
476,Sick Leave,2023-10-12,3,Approved
477,Earned Leave,2020-04-25,6,Approved
477,Earned Leave,2021-03-18,6,Approved
477,Earned Leave,2022-01-15,3,Approved
477,Earned Leave,2023-07-22,6,Approved
478,Sick Leave,2021-06-12,3,Approved
478,Earned Leave,2022-10-03,3,Approved
478,Sick Leave,2022-03-10,2,Approved
479,Earned Leave,2022-11-13,6,Rejected
479,Earned Leave,2023-07-06,5,Approved
480,Earned Leave,2021-08-07,6,Approved
480,Sick Leave,2021-05-18,2,Approved
481,Earned Leave,2019-06-09,3,Approved
481,Earned Leave,2020-03-16,5,Approved
481,Earned Leave,2023-11-19,7,Approved
482,Sick Leave,2023-09-10,3,Approved
483,Earned Leave,2023-09-03,6,Approved
484,Earned Leave,2022-05-22,6,Approved
484,Sick Leave,2022-07-24,2,Approved
484,Earned Leave,2023-09-08,3,Approved
484,Sick Leave,2023-01-18,2,Approved
486,Earned Leave,2023-08-12,4,Approved
487,Earned Leave,2022-06-01,3,Approved
487,Sick Leave,2022-07-25,3,Approved
487,Earned Leave,2023-02-20,3,Approved
488,Earned Leave,2022-11-22,4,Approved
488,Sick Leave,2022-11-04,2,Approved
488,Earned Leave,2023-02-10,4,Approved
489,Earned Leave,2023-04-13,7,Approved
489,Sick Leave,2023-04-18,3,Approved
490,Earned Leave,2021-07-04,5,Approved
490,Earned Leave,2022-02-06,3,Approved
490,Earned Leave,2023-09-05,3,Approved
491,Sick Leave,2018-02-18,3,Approved
491,Earned Leave,2019-07-23,4,Approved
491,Sick Leave,2019-08-07,3,Approved
491,Earned Leave,2020-03-08,7,Approved
491,Sick Leave,2020-04-19,2,Approved
491,Earned Leave,2021-01-22,7,Approved
491,Sick Leave,2021-11-13,2,Approved
491,Earned Leave,2022-09-08,6,Approved
491,Earned Leave,2023-08-20,3,Approved
492,Earned Leave,2020-10-11,6,Approved
492,Earned Leave,2021-01-18,5,Approved
492,Sick Leave,2021-10-02,2,Approved
492,Earned Leave,2022-04-06,5,Approved
492,Sick Leave,2022-01-13,2,Approved
492,Earned Leave,2023-09-11,7,Approved
492,Sick Leave,2023-04-17,3,Approved
493,Earned Leave,2022-05-18,3,Approved
494,Earned Leave,2020-07-19,3,Approved
494,Sick Leave,2021-04-02,3,Approved
494,Earned Leave,2022-03-06,3,Approved
495,Earned Leave,2020-08-21,6,Approved
495,Earned Leave,2021-01-20,6,Approved
496,Earned Leave,2020-07-25,7,Approved
496,Earned Leave,2021-05-09,6,Approved
496,Sick Leave,2021-07-25,3,Approved
496,Sick Leave,2022-02-20,2,Approved
496,Earned Leave,2023-07-25,4,Approved
496,Sick Leave,2023-07-22,3,Approved
497,Sick Leave,2016-10-19,2,Approved
497,Earned Leave,2017-03-21,6,Approved
497,Sick Leave,2017-07-27,2,Approved
497,Earned Leave,2018-09-03,3,Approved
497,Earned Leave,2019-04-03,4,Approved
497,Earned Leave,2020-06-03,3,Approved
497,Earned Leave,2021-04-13,5,Approved
497,Sick Leave,2021-01-10,2,Approved
497,Earned Leave,2022-10-08,7,Approved
497,Sick Leave,2023-03-16,3,Approved
498,Earned Leave,2020-10-27,7,Approved
498,Earned Leave,2021-10-07,3,Approved
498,Sick Leave,2021-01-09,3,Approved
498,Sick Leave,2022-06-21,3,Approved
498,Earned Leave,2023-09-20,3,Approved
498,Sick Leave,2023-01-11,2,Approved
499,Earned Leave,2021-08-19,6,Approved
499,Sick Leave,2022-06-19,2,Approved
500,Earned Leave,2022-08-14,7,Approved
500,Sick Leave,2022-10-17,3,Approved
500,Earned Leave,2023-04-22,4,Approved
500,Sick Leave,2023-03-16,3,Approved
501,Earned Leave,2020-10-11,4,Approved
501,Earned Leave,2021-02-01,7,Approved
501,Earned Leave,2022-01-10,7,Approved
501,Earned Leave,2023-05-07,7,Approved
503,Sick Leave,2021-05-06,3,Approved
503,Earned Leave,2022-04-20,7,Approved
503,Earned Leave,2023-01-27,7,Approved
504,Earned Leave,2023-05-17,7,Approved
505,Earned Leave,2020-04-27,4,Approved
506,Earned Leave,2022-10-23,3,Approved
506,Earned Leave,2023-02-17,3,Approved
